,unprocessed_tweet,product,emotion,processed_tweet,emotion_encoded
2169,#iPhone battery doesn't last long under #sxsw usage,iPhone,Negative emotion,iphone battery last long usage,0
2174,We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,Positive emotion,launch spin ipad app ton music photo videos whatcha think,1
2183,"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",iPhone,Positive emotion,television still twoscreen expierence iphone ipad psych,1
2185,"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",Google,Positive emotion,ppl speak quotgreat session bing google danny sullivan bring back next year large roomquot qagb sxswi,1
2186,"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",iPad or iPhone App,Positive emotion,anyone leave iphoneipad time kill airport flight download tiny wing welcome im sorry,1
2187,#Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews #sxsw,Other Google product or service,Positive emotion,google save driver time fuel seo sem googlemaps mobile topnews,1
2188,Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,iPad,Positive emotion,matthew davisdesigning ipad quotthe web like strip mall contentquot,1
2190,iPad giveaway for using @mention at #sxsw {link},iPad,Positive emotion,ipad giveaway use,1
2192,Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,Positive emotion,win awesome ipad quibids custom case catch wear openbeta vip badge,1
2193,@mention awesome. I traded in #sxsw last year for the iPad 1.,iPad,Positive emotion,awesome trade last year ipad,1
2194,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",iPad or iPhone App,Positive emotion,haha awesomely rad ipad app hollergram via,1
2195,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",iPad or iPhone App,Positive emotion,haha awesomely rad ipad app hollergram via,1
2196,Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings,Android,Positive emotion,piece awesomeness arduino android flame skull smartthings,1
2198,"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",iPad,Positive emotion,dude may actually buy ipad tomorrow apple temporary store downtown austin,1
2199,Giving away an iPad 2 at this panel. Wish me luck! #sxsw,iPad,Positive emotion,give away ipad panel wish luck,1
2200,Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},iPad,Positive emotion,give away ipad sharer invite friend join aos ginger man,1
2201,"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion",Apple,Positive emotion,give away apple gift card exchange serious style find u th conv cntr look hot well rest fashion,1
2202,"Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists.",,Positive emotion,android may gain market share never know apparently industry mover shaker apple loyalist,1
2203,"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",iPad,Positive emotion,say pretty smart time apple drop ipad right top nearly anyones talk,1
2207,"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",Google,Positive emotion,marissa mayer google quotmaking smart phone smarterquot amp life efficient know sched gt suggest flight map weather amp,1
2211,Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw,Other Google product or service,Positive emotion,marissa mayer quotmobile cursorquot demo next gen google map really impressive btw,1
2212,Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,Other Google product or service,Positive emotion,marissa mayer google speak mobile phone usage google map surpass online use past couple month,1
2216,"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",Other Google product or service,Positive emotion,marissa mayer talk future google map discuss hotpot answer locationbased rating recommendation kek,1
2219,"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location.",Google,Positive emotion,marissa mayer vp consumer product google great job audience ton respect google location,1
2221,"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions",Google,Positive emotion,marissa mayer quotour focus location base servicesquot demoed hotpot google map vector map augment reality webvisions,1
2222,Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW,Google,Positive emotion,marissa mayer google wil connect digital amp physical world mobile,1
2228,Marissa Mayer: Check-ins are fun but what do you get from them?  Thats why google is testing loyalty offers.  Watch out foursquare. #sxsw,,Positive emotion,marissa mayer checkins fun get thats google test loyalty offer watch foursquare,1
2229,"Marissa Mayer: Google maps should have better customer service, quicker responses. #sxsw #FH",Other Google product or service,Negative emotion,marissa mayer google map well customer service quicker responses fh,0
2237,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot,Google,Positive emotion,marissa mayer google connect digital amp physical world mobile google mobile hotpot,1
2238,Marissa Mayer: Location and contextual discovery will enable mobile devices to make us more efficient.  e.g. Google Places w/Hotpot #sxsw,Other Google product or service,Positive emotion,marissa mayer location contextual discovery enable mobile device make u efficient eg google place whotpot,1
2240,Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,iPad,Negative emotion,nothing say douche cake like walk around ipad like iphone,0
2242,Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins,Google,Positive emotion,crowley say hard feeling towards google dodgeball experience say would good partner checkins,1
2243,really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW,iPad or iPhone App,Negative emotion,really amaze see many people put apple note app ipad,0
2244,really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link},iPad or iPhone App,Negative emotion,really amaze see many people put apple note app ipad,0
2245,Google web fonts...pretty... #sxsw #tradeshow {link},Other Google product or service,Positive emotion,google web fontspretty tradeshow,1
2247,Chrome Web Store: Google calls it the HTML5 Hot Tub #sxsw #steamy #hot #nerds,Other Google product or service,Positive emotion,chrome web store google call html hot tub steamy hot nerd,1
2252,Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link},Apple,Positive emotion,apple grab tablet mindshare rim own one popular event foodspotting mnbuzz,1
2258,@mention be sure to use our FREE App for checking out the bands at #SXSW! {link},,Positive emotion,sure use free app check band,1
2262,"Enjoying Berkowitz talk about RFID and NCF...impact on mobile, retail. Would you carry a NFC phone? Google bullish #sxsw ballroom E",,Positive emotion,enjoy berkowitz talk rfid ncfimpact mobile retail would carry nfc phone google bullish ballroom,1
2264,@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,iPad,Negative emotion,best thing ive heard quoti give ipad money japan relief need ipad sxswgood,0
2265,RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany,iPad or iPhone App,Positive emotion,globalbestaward holler gram ipad itunes store via sxswsters great app madebymany,1
2266,"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Positive emotion,next big thing hmmm google launch major new social network call circle possibly today,1
2272,Too quotable --&gt; RT ÛÏ@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW,Apple,Negative emotion,quotable gt quotapple elegant fascist company americaquot flipboard,0
2274,@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW,iPad,Positive emotion,blogging ipad note next step hope great time,1
2275,Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.,iPhone,Negative emotion,somebody write app let consistently type quotshitquot goddamn iphone hey jump,0
2282,Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.,Google,Positive emotion,excite tomorrow leave austin see google pm still work schedule,1
2284,Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw,iPad,Positive emotion,talk ipads usefulness developer nerd,1
2287,#redbull bpm DJ iPad app is powering this party. #sxsw #DTas   @mention Republic Live {link},iPad or iPhone App,Positive emotion,redbull bpm dj ipad app power party dtas republic live,1
2290,Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,Positive emotion,come celebrate charity water tonight google throwin party jump start week right studentsforcleanwaterorgrsvp,1
2296,Google Labs' Fusion Tables made Election Day Foursquare visualization possible #SXSW ^PR,Other Google product or service,Positive emotion,google lab fusion table make election day foursquare visualization possible pr,1
2298,I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.,Google,Positive emotion,im late finally gsdm google great surprise greet lovely lindsay stillman gon na good night,1
